Domain,Role,Skills
Product & Business,Business Analyst,"['Tableau', 'Requirements Gathering', 'Stakeholder Communication']"
Product & Business,Business Analyst,"['Requirements Gathering', 'Tableau', 'Stakeholder Communication', 'SQL', 'Process Mapping']"
Product & Business,Product Manager,"['Roadmap', 'KPIs', 'Cross-functional Teams', 'Strategy', 'Wireframes']"
Product & Business,Business Analyst,"['Requirements Gathering', 'Tableau', 'Process Mapping', 'Stakeholder Communication']"
Product & Business,Product Manager,"['Strategy', 'Analytics', 'Roadmapping', 'Market Research', 'Cross-functional Leadership']"
Product & Business,Business Analyst,"['SQL', 'Data Analysis', 'Documentation', 'UML', 'Stakeholder Management']"
Product & Business,Product Manager,"['Strategy', 'Analytics', 'Market Research', 'Cross-functional Leadership']"
Product & Business,Product Manager,"['Market Research', 'Strategy', 'Cross-functional Leadership']"
Product & Business,Product Manager,"['KPIs', 'Cross-functional Teams', 'Wireframes', 'User Research']"
Product & Business,Business Analyst,"['Data Analysis', 'Stakeholder Management', 'Documentation']"
Product & Business,Business Analyst,"['SQL', 'Process Mapping', 'Stakeholder Communication']"
Product & Business,Product Manager,"['Strategy', 'Market Research', 'Analytics', 'Roadmapping']"
Product & Business,Business Analyst,"['Stakeholder Communication', 'Tableau', 'Requirements Gathering', 'SQL']"
Product & Business,Business Analyst,"['Tableau', 'SQL', 'Stakeholder Communication', 'Requirements Gathering']"
Product & Business,Product Owner,"['Scrum', 'User Stories', 'Agile', 'Backlog Management', 'JIRA']"
Product & Business,Product Owner,"['Agile', 'JIRA', 'User Stories', 'Scrum', 'Backlog Management']"
Product & Business,Product Owner,"['Backlog Grooming', 'Sprint Planning', 'User Stories', 'Agile', 'Scrum']"
Product & Business,Business Analyst,"['Requirements Gathering', 'Process Mapping', 'Tableau']"
Product & Business,Product Manager,"['Analytics', 'Strategy', 'Cross-functional Leadership']"
Product & Business,Product Owner,"['Scrum', 'Backlog Grooming', 'Agile', 'Sprint Planning']"
Product & Business,Business Analyst,"['Stakeholder Management', 'Data Analysis', 'SQL', 'UML', 'Documentation']"
Product & Business,Product Owner,"['Sprint Planning', 'User Stories', 'Scrum']"
Product & Business,Business Analyst,"['Stakeholder Management', 'Documentation', 'UML', 'SQL', 'Data Analysis']"
Product & Business,Product Owner,"['Sprint Planning', 'Backlog Grooming', 'Agile', 'User Stories']"
Product & Business,Business Analyst,"['Process Mapping', 'SQL', 'Requirements Gathering', 'Tableau']"
Product & Business,Business Analyst,"['SQL', 'Documentation', 'Data Analysis', 'UML', 'Stakeholder Management']"
Product & Business,Business Analyst,"['Documentation', 'Stakeholder Management', 'UML', 'Data Analysis', 'SQL']"
Product & Business,Product Manager,"['Cross-functional Leadership', 'Market Research', 'Strategy', 'Roadmapping', 'Analytics']"
Product & Business,Business Analyst,"['Data Analysis', 'SQL', 'Documentation', 'UML']"
Product & Business,Product Manager,"['Strategy', 'Cross-functional Teams', 'User Research', 'Wireframes', 'Roadmap', 'KPIs']"
Product & Business,Business Analyst,"['Process Mapping', 'SQL', 'Stakeholder Communication', 'Tableau', 'Requirements Gathering']"
Product & Business,Business Analyst,"['Stakeholder Communication', 'Requirements Gathering', 'Process Mapping']"
Product & Business,Product Manager,"['Analytics', 'Cross-functional Leadership', 'Strategy', 'Market Research']"
Product & Business,Product Owner,"['Scrum', 'Backlog Grooming', 'Sprint Planning', 'User Stories', 'Agile']"
Product & Business,Product Owner,"['Sprint Planning', 'User Stories', 'Agile', 'Backlog Grooming', 'Scrum']"
Product & Business,Product Manager,"['Wireframes', 'User Research', 'Roadmap', 'Cross-functional Teams', 'KPIs', 'Strategy']"
Product & Business,Product Manager,"['Cross-functional Leadership', 'Market Research', 'Roadmapping', 'Analytics']"
Product & Business,Product Manager,"['Roadmapping', 'Market Research', 'Strategy', 'Cross-functional Leadership']"
Product & Business,Product Owner,"['User Stories', 'Agile', 'Scrum', 'Backlog Management']"
Product & Business,Product Owner,"['Scrum', 'Agile', 'User Stories', 'JIRA', 'Backlog Management']"
Product & Business,Business Analyst,"['UML', 'Stakeholder Management', 'Documentation', 'SQL']"
Product & Business,Business Analyst,"['SQL', 'Stakeholder Communication', 'Process Mapping']"
Product & Business,Product Owner,"['Sprint Planning', 'Backlog Grooming', 'Scrum', 'User Stories', 'Agile']"
Product & Business,Product Owner,"['User Stories', 'Scrum', 'Agile', 'Backlog Management', 'JIRA']"
Product & Business,Product Manager,"['Strategy', 'Analytics', 'Cross-functional Leadership', 'Market Research', 'Roadmapping']"
Product & Business,Business Analyst,"['Documentation', 'Data Analysis', 'SQL', 'UML', 'Stakeholder Management']"
Product & Business,Business Analyst,"['Process Mapping', 'Stakeholder Communication', 'SQL', 'Requirements Gathering', 'Tableau']"
Product & Business,Product Manager,"['User Research', 'KPIs', 'Wireframes', 'Roadmap', 'Cross-functional Teams', 'Strategy']"
Product & Business,Business Analyst,"['Tableau', 'Requirements Gathering', 'Stakeholder Communication', 'Process Mapping', 'SQL','Python','Power BI']"
Product & Business,Product Manager,"['Roadmapping', 'Strategy', 'Market Research', 'Cross-functional Leadership']"
Product & Business,Product Owner,"['JIRA', 'Backlog Management', 'User Stories', 'Scrum']"
Product & Business,Product Manager,"['Roadmapping', 'Analytics', 'Strategy', 'Market Research']"
Product & Business,Business Analyst,"['Stakeholder Management', 'Documentation', 'SQL', 'UML']"
Product & Business,Business Analyst,"['SQL', 'Requirements Gathering', 'Tableau', 'Process Mapping']"
Product & Business,Business Analyst,"['Requirements Gathering', 'Process Mapping', 'Stakeholder Communication', 'Tableau', 'SQL']"
Product & Business,Product Manager,"['Market Research', 'Cross-functional Leadership', 'Roadmapping', 'Analytics']"
Product & Business,Product Manager,"['Cross-functional Teams', 'Wireframes', 'User Research']"
Product & Business,Product Manager,"['Strategy', 'Roadmapping', 'Cross-functional Leadership', 'Market Research']"
Product & Business,Business Analyst,"['UML', 'SQL', 'Stakeholder Management', 'Data Analysis', 'Documentation']"
Product & Business,Product Owner,"['Backlog Grooming', 'Agile', 'Sprint Planning', 'User Stories', 'Scrum']"
Product & Business,Product Manager,"['Strategy', 'User Research', 'KPIs', 'Cross-functional Teams', 'Roadmap', 'Wireframes']"
Product & Business,Business Analyst,"['Tableau', 'Stakeholder Communication', 'SQL', 'Requirements Gathering', 'Process Mapping']"
Product & Business,Product Owner,"['Scrum', 'User Stories', 'Backlog Grooming', 'Sprint Planning', 'Agile']"
Product & Business,Business Analyst,"['SQL', 'Requirements Gathering', 'Process Mapping']"
Product & Business,Product Owner,"['Sprint Planning', 'Scrum', 'Agile', 'User Stories', 'Backlog Grooming']"
Product & Business,Product Owner,"['Agile', 'User Stories', 'Backlog Management']"
Product & Business,Business Analyst,"['UML', 'Documentation', 'SQL', 'Data Analysis', 'Stakeholder Management']"
Product & Business,Product Manager,"['Analytics', 'Market Research', 'Roadmapping']"
Product & Business,Product Owner,"['Backlog Grooming', 'User Stories', 'Scrum', 'Sprint Planning']"
Product & Business,Business Analyst,"['Tableau', 'Requirements Gathering', 'Stakeholder Communication']"
Product & Business,Product Manager,"['Cross-functional Teams', 'Wireframes', 'User Research', 'Roadmap', 'Strategy', 'KPIs']"
Product & Business,Product Owner,"['Scrum', 'JIRA', 'Backlog Management']"
Product & Business,Product Owner,"['Backlog Grooming', 'Agile', 'Sprint Planning']"
Product & Business,Business Analyst,"['Process Mapping', 'Stakeholder Communication', 'SQL']"
Product & Business,Business Analyst,"['Documentation', 'SQL', 'Stakeholder Management', 'Data Analysis']"
Product & Business,Product Manager,"['Roadmap', 'KPIs', 'Cross-functional Teams', 'Wireframes', 'User Research', 'Strategy']"
Product & Business,Product Owner,"['User Stories', 'JIRA', 'Scrum', 'Backlog Management']"
Product & Business,Product Owner,"['User Stories', 'Scrum', 'Backlog Management', 'JIRA', 'Agile']"
Product & Business,Business Analyst,"['Requirements Gathering', 'Tableau', 'Stakeholder Communication', 'SQL', 'Process Mapping']"
Product & Business,Business Analyst,"['Data Analysis', 'Documentation', 'UML']"
Product & Business,Business Analyst,"['SQL', 'Documentation', 'UML', 'Stakeholder Management', 'Data Analysis']"
Product & Business,Business Analyst,"['Stakeholder Communication', 'Tableau', 'SQL']"
Product & Business,Business Analyst,"['Stakeholder Communication', 'SQL', 'Process Mapping', 'Tableau', 'Requirements Gathering']"
Product & Business,Product Owner,"['Agile', 'Scrum', 'User Stories']"
Product & Business,Product Manager,"['User Research', 'Wireframes', 'Roadmap', 'Strategy', 'Cross-functional Teams']"
Product & Business,Product Manager,"['Strategy', 'Wireframes', 'Cross-functional Teams', 'KPIs']"
Product & Business,Product Manager,"['Roadmap', 'Cross-functional Teams', 'Wireframes', 'User Research', 'KPIs', 'Strategy']"
Product & Business,Product Owner,"['Backlog Management', 'User Stories', 'Scrum', 'Agile', 'JIRA']"
Product & Business,Product Manager,"['Market Research', 'Analytics', 'Strategy']"
Product & Business,Business Analyst,"['Documentation', 'SQL', 'UML', 'Data Analysis', 'Stakeholder Management']"
Product & Business,Product Manager,"['User Research', 'Roadmap', 'Strategy']"
Product & Business,Product Manager,"['User Research', 'Wireframes', 'KPIs', 'Strategy', 'Cross-functional Teams']"
Product & Business,Product Owner,"['User Stories', 'Agile', 'Sprint Planning', 'Scrum']"
Product & Business,Product Owner,"['Scrum', 'Agile', 'User Stories', 'JIRA']"
Product & Business,Product Manager,"['Roadmapping', 'Strategy', 'Market Research']"
Product & Business,Product Manager,"['Strategy', 'Market Research', 'Roadmapping', 'Cross-functional Leadership']"
Product & Business,Product Manager,"['Cross-functional Teams', 'Wireframes', 'Roadmap', 'User Research', 'Strategy', 'KPIs']"
Product & Business,Product Owner,"['Sprint Planning', 'Agile', 'Backlog Grooming', 'User Stories', 'Scrum']"
Product & Business,Business Analyst,"['SQL', 'UML', 'Documentation', 'Stakeholder Management']"
Product & Business,Product Manager,"['User Research', 'Cross-functional Teams', 'KPIs', 'Wireframes']"
Product & Business,Product Owner,"['Agile', 'Sprint Planning', 'Scrum', 'Backlog Grooming']"
Product & Business,Product Manager,"['Strategy', 'Analytics', 'Cross-functional Leadership', 'Market Research']"
Product & Business,Product Owner,"['Scrum', 'Sprint Planning', 'Agile', 'Backlog Grooming', 'User Stories']"
Product & Business,Business Analyst,"['Tableau', 'Stakeholder Communication', 'SQL','Power BI','Python']"
Product & Business,Business Analyst,"['Stakeholder Management', 'Data Analysis', 'UML', 'SQL']"
Product & Business,Product Manager,"['Roadmapping', 'Strategy', 'Cross-functional Leadership', 'Analytics']"
Product & Business,Product Manager,"['Roadmapping', 'Cross-functional Leadership', 'Analytics', 'Strategy']"
Product & Business,Product Owner,"['Agile', 'Sprint Planning', 'Backlog Grooming']"
Product & Business,Product Manager,"['Cross-functional Teams', 'KPIs', 'Strategy']"
Product & Business,Product Manager,"['KPIs', 'Roadmap', 'User Research', 'Strategy', 'Wireframes', 'Cross-functional Teams']"
Product & Business,Product Manager,"['Wireframes', 'Cross-functional Teams', 'User Research', 'KPIs', 'Roadmap', 'Strategy']"
Product & Business,Product Manager,"['Cross-functional Leadership', 'Roadmapping', 'Market Research', 'Analytics']"
Product & Business,Product Manager,"['Roadmapping', 'Analytics', 'Cross-functional Leadership', 'Strategy', 'Market Research']"
Product & Business,Product Owner,"['Agile', 'Sprint Planning', 'User Stories', 'Backlog Grooming']"
Product & Business,Product Owner,"['User Stories', 'Backlog Grooming', 'Scrum', 'Agile', 'Sprint Planning']"
Product & Business,Product Manager,"['Roadmap', 'Wireframes', 'Cross-functional Teams']"
Product & Business,Business Analyst,"['SQL', 'Requirements Gathering', 'Stakeholder Communication', 'Process Mapping']"
Product & Business,Business Analyst,"['Process Mapping', 'Tableau', 'Stakeholder Communication', 'Requirements Gathering', 'SQL']"
Product & Business,Product Manager,"['Wireframes', 'Strategy', 'Cross-functional Teams']"
Product & Business,Business Analyst,"['Stakeholder Management', 'UML', 'Data Analysis', 'SQL', 'Documentation']"
Product & Business,Product Owner,"['User Stories', 'JIRA', 'Scrum', 'Backlog Management']"
Product & Business,Product Manager,"['Roadmap', 'Strategy', 'User Research', 'Cross-functional Teams', 'KPIs']"
Product & Business,Business Analyst,"['SQL', 'Stakeholder Communication', 'Process Mapping']"
Product & Business,Product Manager,"['KPIs', 'Cross-functional Teams', 'Wireframes', 'Strategy', 'User Research']"
Product & Business,Product Owner,"['Sprint Planning', 'Scrum', 'Agile']"
Product & Business,Product Manager,"['Analytics', 'Market Research', 'Cross-functional Leadership', 'Strategy', 'Roadmapping']"
Product & Business,Product Manager,"['Strategy', 'User Research', 'Cross-functional Teams', 'Wireframes', 'KPIs']"
Product & Business,Business Analyst,"['Process Mapping', 'Stakeholder Communication', 'SQL']"
Product & Business,Business Analyst,"['Stakeholder Communication', 'Requirements Gathering', 'Tableau', 'SQL', 'Process Mapping']"
Product & Business,Product Manager,"['Cross-functional Teams', 'Wireframes', 'KPIs', 'User Research', 'Strategy', 'Roadmap']"
Product & Business,Product Owner,"['Scrum', 'Sprint Planning', 'Backlog Grooming', 'User Stories', 'Agile']"
Product & Business,Business Analyst,"['SQL', 'Stakeholder Management', 'Documentation', 'UML', 'Data Analysis']"
Product & Business,Product Manager,"['Roadmapping', 'Market Research', 'Strategy', 'Analytics', 'Cross-functional Leadership']"
Product & Business,Business Analyst,"['Process Mapping', 'SQL', 'Requirements Gathering', 'Stakeholder Communication', 'Tableau']"
Product & Business,Business Analyst,"['SQL', 'UML', 'Stakeholder Management', 'Data Analysis']"
Product & Business,Product Manager,"['Strategy', 'Roadmap', 'Wireframes', 'Cross-functional Teams']"
Product & Business,Product Manager,"['Wireframes', 'Cross-functional Teams', 'KPIs']"
Product & Business,Business Analyst,"['SQL', 'Tableau', 'Requirements Gathering', 'Process Mapping']"
Product & Business,Business Analyst,"['Stakeholder Management', 'SQL', 'UML', 'Documentation']"
Product & Business,Business Analyst,"['SQL', 'Documentation', 'Data Analysis', 'Stakeholder Management']"
Product & Business,Product Manager,"['Analytics', 'Market Research', 'Cross-functional Leadership', 'Strategy', 'Roadmapping']"
Product & Business,Product Manager,"['Cross-functional Leadership', 'Analytics', 'Roadmapping', 'Strategy']"
Product & Business,Product Manager,"['User Research', 'Strategy', 'Cross-functional Teams']"
Product & Business,Business Analyst,"['Process Mapping', 'Tableau', 'SQL', 'Stakeholder Communication', 'Requirements Gathering']"
Product & Business,Business Analyst,"['SQL', 'Data Analysis', 'Stakeholder Management']"
Product & Business,Product Owner,"['User Stories', 'Backlog Grooming', 'Scrum', 'Sprint Planning', 'Agile']"
Product & Business,Product Owner,"['Agile', 'JIRA', 'Backlog Management', 'User Stories']"
Product & Business,Product Manager,"['Roadmap', 'Wireframes', 'KPIs']"
Product & Business,Product Owner,"['Scrum', 'Agile', 'Backlog Grooming', 'Sprint Planning', 'User Stories']"
Product & Business,Product Owner,"['User Stories', 'Backlog Grooming', 'Agile', 'Scrum', 'Sprint Planning']"
Product & Business,Product Owner,"['JIRA', 'Backlog Management', 'Scrum']"
Product & Business,Product Manager,"['KPIs', 'Strategy', 'Cross-functional Teams', 'Roadmap']"
Product & Business,Product Owner,"['Sprint Planning', 'User Stories', 'Agile', 'Backlog Grooming']"
Product & Business,Product Manager,"['Cross-functional Teams', 'Strategy', 'KPIs']"
Product & Business,Product Owner,"['Backlog Management', 'Agile', 'User Stories', 'JIRA', 'Scrum']"
Product & Business,Product Owner,"['Backlog Grooming', 'Scrum', 'Sprint Planning', 'Agile']"
Product & Business,Product Manager,"['Roadmapping', 'Market Research', 'Strategy', 'Cross-functional Leadership']"
Product & Business,Business Analyst,"['Data Analysis', 'Stakeholder Management', 'Documentation', 'SQL','Python','Power BI']"
Product & Business,Product Manager,"['KPIs', 'Wireframes', 'Cross-functional Teams', 'User Research', 'Roadmap']"
Product & Business,Product Manager,"['Roadmapping', 'Cross-functional Leadership', 'Strategy', 'Analytics', 'Market Research']"
Product & Business,Business Analyst,"['SQL', 'Data Analysis', 'UML', 'Stakeholder Management']"
Product & Business,Business Analyst,"['Requirements Gathering', 'SQL', 'Stakeholder Communication']"
Product & Business,Product Manager,"['Roadmapping', 'Strategy', 'Market Research']"
Product & Business,Product Manager,"['Wireframes', 'Strategy', 'Roadmap', 'User Research', 'Cross-functional Teams', 'KPIs']"
Product & Business,Product Manager,"['Roadmapping', 'Market Research', 'Strategy', 'Cross-functional Leadership']"
Product & Business,Product Owner,"['Sprint Planning', 'Backlog Grooming', 'Scrum', 'User Stories', 'Agile']"
Product & Business,Business Analyst,"['UML', 'Documentation', 'Data Analysis', 'SQL']"
